panel,group,Year,mean,sem,count,ci95
a,Gorgonians (Holaxonia),2010,0.432487583172236,0.214221664244716,135,0.419874461919644
a,Gorgonians (Holaxonia),2011,0.98326994518653,0.195857708806219,135,0.383881109260189
a,Gorgonians (Holaxonia),2012,0.10661976897597,0.276589185153631,111,0.542114802901117
a,Gorgonians (Holaxonia),2013,0.0560493835952362,0.240298105563185,149,0.470984286903843
a,Gorgonians (Holaxonia),2014,0.222017699681937,0.201550552625752,142,0.395039083146473
a,Gorgonians (Holaxonia),2015,-0.418121728395477,0.229353391900498,146,0.449532648124977
a,Gorgonians (Holaxonia),2016,-1.28921674791076,0.247753875756896,172,0.485597596483515
a,Gorgonians (Holaxonia),2017,-0.808167746949038,0.227736227690401,148,0.446363006273186
a,Gorgonians (Holaxonia),2018,-0.0645225478418574,0.219345105377608,157,0.429916406540111
a,Gorgonians (Holaxonia),2019,-0.697101376840666,0.244557730582123,151,0.47933315194096
a,Gorgonians (Holaxonia),2021,-0.285640502458735,0.456291650632551,43,0.8943316352398
a,Gorgonians (Holaxonia),2022,-0.908797990284915,0.304925538955715,120,0.597654056353201
a,Gorgonians (Holaxonia),2023,-0.870553172774077,0.276001950901588,132,0.540963823767113
a,Gorgonians (Holaxonia),2024,-0.835553068223634,0.569549022652897,34,1.11631608439968
a,Gorgonians (Holaxonia),2025,-0.481512459177051,0.355344932991928,78,0.69647606866418
b,Whole reef-fish community,1998,0.228630998733438,0.0616513519036665,150,0.120836649731186
b,Whole reef-fish community,1999,-0.0844046617935552,0.0609349525616332,147,0.119432507020801
b,Whole reef-fish community,2000,0.311341290525459,0.0747889518229724,131,0.146586345573026
b,Whole reef-fish community,2001,0.596924430093049,0.0588637742822816,128,0.115372997593272
b,Whole reef-fish community,2002,0.533908392489853,0.0639245232944164,119,0.125292065657056
b,Whole reef-fish community,2003,0.192985489320812,0.0708054027690729,102,0.138778589427383
b,Whole reef-fish community,2004,0.434802823157939,0.0646626393328285,122,0.126738773092344
b,Whole reef-fish community,2005,-0.225954927600866,0.096470706745625,101,0.189082585221425
b,Whole reef-fish community,2006,0.376546826151796,0.0596178088939715,113,0.116850905432184
b,Whole reef-fish community,2007,0.00621242802574337,0.0824508264972218,123,0.161603619934555
b,Whole reef-fish community,2008,0.388820837049678,0.0565251532887583,112,0.110789300445966
b,Whole reef-fish community,2009,0.524569691349792,0.0680575618186468,130,0.133392821164548
b,Whole reef-fish community,2010,0.253432172156893,0.0686555931406815,149,0.134564962555736
b,Whole reef-fish community,2011,-0.774008843001902,0.0735814517888715,130,0.144219645506188
b,Whole reef-fish community,2012,-0.826614657122829,0.0808215804333424,136,0.158410297649351
b,Whole reef-fish community,2013,-0.181628136967536,0.11384113339903,145,0.223128621462098
b,Whole reef-fish community,2014,-0.798260237854477,0.0872976982271893,142,0.171103488525291
b,Whole reef-fish community,2015,-0.32252180801168,0.0657218210112341,147,0.128814769182019
b,Whole reef-fish community,2016,0.125012580523063,0.0668253043205655,162,0.130977596468308
b,Whole reef-fish community,2017,-0.32676586713826,0.0638739886651469,148,0.125193017783688
b,Whole reef-fish community,2018,0.181997353454415,0.0622215117659241,157,0.121954163061211
b,Whole reef-fish community,2019,-0.0258713413407696,0.0756872013690614,149,0.14834691468336
b,Whole reef-fish community,2021,0.193238887115392,0.134743686227663,55,0.264097625006219
b,Whole reef-fish community,2022,0.153940523020912,0.0820541436657265,120,0.160826121584824
b,Whole reef-fish community,2023,-0.410593378578888,0.0723155652667252,130,0.141738507922781
b,Whole reef-fish community,2024,-0.0695480026141453,0.163922384670787,34,0.321287873954742
b,Whole reef-fish community,2025,-0.189610193608784,0.154038971402237,80,0.301916383948385
b,Commercial species,1998,-0.0169820396256114,0.0659192166804467,150,0.129201664693675
b,Commercial species,1999,-0.118381619563896,0.0797730980527847,147,0.156355272183458
b,Commercial species,2000,0.398581671734985,0.0821695615657765,131,0.161052340668922
b,Commercial species,2001,0.653074985584966,0.0652450180388433,128,0.127880235356133
b,Commercial species,2002,0.613294071269928,0.0760139790536905,119,0.148987398945233
b,Commercial species,2003,0.203334822653523,0.0877833996446196,102,0.172055463303454
b,Commercial species,2004,0.42203730399691,0.0703162317021946,122,0.137819814136301
b,Commercial species,2005,-0.277235867566608,0.116588898672293,101,0.228514241397695
b,Commercial species,2006,0.483388846648762,0.0673253398193558,113,0.131957666045937
b,Commercial species,2007,0.031413282312104,0.0786722509960532,123,0.154197611952264
b,Commercial species,2008,0.45981804661012,0.0708066049436489,112,0.138780945689552
b,Commercial species,2009,0.611910164397099,0.071439298956487,130,0.140021025954715
b,Commercial species,2010,0.350391751844824,0.0751253177207894,149,0.147245622732747
b,Commercial species,2011,-0.735049976461042,0.0862846712006694,130,0.169117955553312
b,Commercial species,2012,-0.776257483946545,0.0916508625304493,136,0.179635690559681
b,Commercial species,2013,-0.25867121022621,0.122920287559398,145,0.240923763616419
b,Commercial species,2014,-0.852214022565912,0.0913329194960498,142,0.179012522212258
b,Commercial species,2015,-0.297579063621618,0.0740890442099366,147,0.145214526651476
b,Commercial species,2016,-0.0232680382336913,0.0811652493677234,162,0.159083888760738
b,Commercial species,2017,-0.376030469598402,0.0727519208469942,148,0.142593764860109
b,Commercial species,2018,0.195379347601932,0.0736181155387353,157,0.144291506455921
b,Commercial species,2019,0.0194305795304181,0.0847232116194622,149,0.166057494774146
b,Commercial species,2021,0.220896238339396,0.144039622606725,55,0.282317660309181
b,Commercial species,2022,0.240441710452957,0.0912656208851439,120,0.178880616934882
b,Commercial species,2023,-0.312864872839997,0.0858550539609857,130,0.168275905763532
b,Commercial species,2024,-0.28596176149519,0.209355152690963,34,0.410336099274288
b,Commercial species,2025,-0.452161855450386,0.166835874208261,80,0.326998313448191
b,Non-commercial species,1998,0.491240366618405,0.0700241838381419,150,0.137247400322758
b,Non-commercial species,1999,0.0365494509981454,0.0623491794950739,147,0.122204391810345
b,Non-commercial species,2000,0.230087562420901,0.0784214309269146,131,0.153706004616753
b,Non-commercial species,2001,0.601374635542156,0.0724933333462541,128,0.142086933358658
b,Non-commercial species,2002,0.457127981776733,0.0671550025263681,119,0.131623804951682
b,Non-commercial species,2003,0.182553638549424,0.0841192993332325,102,0.164873826693136
b,Non-commercial species,2004,0.436121658814659,0.0811461549214224,122,0.159046463645988
b,Non-commercial species,2005,-0.118004189316732,0.090297204110576,101,0.176982520056729
b,Non-commercial species,2006,0.285300738979568,0.0831194117241927,113,0.162914046979418
b,Non-commercial species,2007,0.034366949482727,0.104658020911068,123,0.205129720985693
b,Non-commercial species,2008,0.302976084564036,0.0783571468375642,112,0.153580007801626
b,Non-commercial species,2009,0.451028922563488,0.0887591727224923,130,0.173967978536085
b,Non-commercial species,2010,0.0625196957689461,0.0916298935602709,149,0.179594591378131
b,Non-commercial species,2011,-0.69617031507463,0.0754277132491207,130,0.147838317968277
b,Non-commercial species,2012,-0.835202576143517,0.0910698718320592,136,0.178496948790836
b,Non-commercial species,2013,-0.000309545696166834,0.113603862149277,145,0.222663569812583
b,Non-commercial species,2014,-0.768363870686173,0.0873343154862269,142,0.171175258353005
b,Non-commercial species,2015,-0.336694315192033,0.0785211880543416,147,0.15390152858651
b,Non-commercial species,2016,0.1182736587962,0.0843025394093855,162,0.165232977242396
b,Non-commercial species,2017,-0.250946673822589,0.0815634385443064,148,0.15986433954684
b,Non-commercial species,2018,0.127782565173768,0.0818411850285921,157,0.160408722656041
b,Non-commercial species,2019,-0.164817901554491,0.0920523616312098,149,0.180422628797171
b,Non-commercial species,2021,0.0340196630532853,0.155663541773274,55,0.305100541875616
b,Non-commercial species,2022,0.0162358098750994,0.0953165982536483,120,0.186820532577151
b,Non-commercial species,2023,-0.500145675201856,0.0813336472979393,130,0.159413948703961
b,Non-commercial species,2024,-0.0840384354612231,0.164524146006002,34,0.322467326171764
b,Non-commercial species,2025,0.130461900524355,0.148822055274073,80,0.291691228337184
